owner,name,language,stargazers_count,commit_count,branch_count,release_count,open_issues_count,contributor_count,forks_count,license,created_at,pushed_at,updated_at
videojs,video.js,JavaScript,14084,2,5,230,216,288,4082,Other,2010-05-14T18:45:10Z,2016-11-03T20:05:47Z,2016-11-03T19:57:03Z
facebook,hhvm,C++,14068,20,23,441,643,84,2572,Other,2010-01-02T01:17:06Z,2016-11-03T19:21:36Z,2016-11-03T18:52:02Z
syncthing,syncthing,Go,13825,3,31,107,217,221,1065,Mozilla Public License 2.0,2013-11-26T09:48:21Z,2016-11-03T15:46:33Z,2016-11-03T19:29:36Z
shockone,black-screen,TypeScript,13767,2,82,35,126,166,382,MIT License,2015-03-22T07:00:24Z,2016-11-03T17:21:15Z,2016-11-03T18:18:03Z
ajaxorg,ace,JavaScript,13744,6,31,267,571,32,3276,"BSD 3-clause ""New"" or ""Revised"" License",2010-10-27T10:43:36Z,2016-11-03T10:40:01Z,2016-11-03T18:41:44Z
BVLC,caffe,C++,13629,3,7,214,876,11,8369,Other,2013-09-12T18:39:48Z,2016-11-03T17:18:04Z,2016-11-03T18:28:20Z
photonstorm,phaser,JavaScript,13580,5,9,252,130,53,4598,MIT License,2013-04-12T12:27:51Z,2016-11-03T17:25:25Z,2016-11-03T12:55:23Z
SnapKit,Masonry,Objective-C,13529,379,1,16,12,28,2681,MIT License,2013-07-22T01:15:48Z,2016-10-31T08:55:13Z,2016-11-03T16:11:09Z
ftlabs,fastclick,HTML,13499,397,8,43,234,21,2134,MIT License,2012-02-13T08:38:00Z,2016-10-24T20:30:52Z,2016-11-03T19:35:01Z
twitter,typeahead.js,JavaScript,13464,594,3,71,375,15,2698,MIT License,2013-02-19T19:45:01Z,2016-10-20T17:01:07Z,2016-11-03T11:47:17Z
twbs,ratchet,CSS,13458,1,4,50,221,6,1449,MIT License,2012-08-17T05:41:57Z,2016-09-21T09:32:20Z,2016-11-03T15:40:31Z
jashkenas,coffeescript,CoffeeScript,13437,4,17,192,342,64,1828,MIT License,2009-12-18T01:39:53Z,2016-11-02T20:19:09Z,2016-11-03T07:46:55Z
mitchellh,vagrant,Ruby,13429,9,4,710,432,113,2840,MIT License,2010-01-21T08:34:27Z,2016-11-02T17:38:22Z,2016-11-03T19:54:12Z
kahun,awesome-sysadmin,,13422,422,2,105,213,0,2057,Other,2014-02-09T22:39:20Z,2016-11-02T08:19:36Z,2016-11-03T05:20:00Z
GitbookIO,gitbook,JavaScript,13418,2,3,90,588,126,1631,Apache License 2.0,2014-03-31T03:01:56Z,2016-10-31T20:35:24Z,2016-11-03T19:41:26Z
ziadoz,awesome-php,,13373,1,2,182,42,0,2711,Do What The F*ck You Want To Public License,2013-11-26T03:14:19Z,2016-10-30T03:27:00Z,2016-11-03T17:12:46Z
angular-ui,bootstrap,JavaScript,13364,2,4,370,158,50,6867,MIT License,2012-10-05T18:27:01Z,2016-10-31T15:47:01Z,2016-11-03T13:49:28Z
SamyPesse,How-to-Make-a-Computer-Operating-System,C,13331,243,1,36,49,12,2293,Apache License 2.0,2013-11-29T17:36:32Z,2016-11-03T04:52:36Z,2016-11-03T19:14:11Z
bcit-ci,CodeIgniter,PHP,13279,9,7,401,78,29,6548,MIT License,2011-08-19T13:34:00Z,2016-11-03T16:16:22Z,2016-11-03T17:16:42Z
0xAX,linux-insides,,13247,1,1,174,8,0,1259,None,2015-01-03T18:44:57Z,2016-11-01T09:13:44Z,2016-11-03T16:57:52Z
symfony,symfony,PHP,13217,28,12,1,794,221,5099,MIT License,2010-01-04T14:21:21Z,2016-11-03T20:03:32Z,2016-11-03T17:23:30Z
limetext,lime,,13151,1,2,47,19,0,1109,"BSD 2-clause ""Simplified"" License",2012-10-03T18:10:02Z,2016-10-13T21:31:56Z,2016-11-03T18:51:58Z
VundleVim,Vundle.vim,VimL,13117,608,16,52,130,10,1590,MIT License,2010-10-17T23:17:53Z,2016-10-24T13:19:45Z,2016-11-03T18:27:54Z
almasaeed2010,AdminLTE,HTML,13097,805,3,75,99,32,4594,MIT License,2013-12-25T02:52:40Z,2016-11-01T07:01:28Z,2016-11-03T18:11:23Z
spf13,hugo,Go,13088,2,16,395,347,11,2014,Apache License 2.0,2013-07-04T15:26:26Z,2016-11-03T14:35:34Z,2016-11-03T20:02:38Z
request,request,JavaScript,13020,2,8,266,410,124,1622,Apache License 2.0,2011-01-23T01:25:14Z,2016-11-03T13:38:17Z,2016-11-03T18:01:38Z
dhg,Skeleton,CSS,12886,167,3,23,99,6,2298,MIT License,2011-04-30T20:04:24Z,2016-10-19T03:15:19Z,2016-11-03T16:05:45Z
google,protobuf,C++,12844,4,23,206,584,27,3887,Other,2014-08-26T15:52:15Z,2016-11-03T18:06:00Z,2016-11-03T19:14:06Z
hexojs,hexo,JavaScript,12835,2,3,86,331,114,2039,MIT License,2012-09-23T15:17:08Z,2016-10-25T14:06:16Z,2016-11-03T15:52:49Z
petkaantonov,bluebird,JavaScript,12822,1,17,154,39,258,1549,MIT License,2013-09-07T19:39:57Z,2016-11-01T23:09:22Z,2016-11-03T17:19:31Z
facebook,flux,JavaScript,12683,351,2,89,41,6,3442,"BSD 3-clause ""New"" or ""Revised"" License",2014-07-20T23:33:08Z,2016-10-19T21:20:37Z,2016-11-03T16:01:48Z
JakeWharton,butterknife,Java,12665,666,3,59,60,32,2776,Apache License 2.0,2013-03-05T08:18:59Z,2016-11-02T15:19:47Z,2016-11-03T17:44:28Z
astaxie,build-web-application-with-golang,Go,12661,4,1,210,51,0,4128,"BSD 3-clause ""New"" or ""Revised"" License",2012-08-02T11:49:35Z,2016-10-29T10:15:31Z,2016-11-03T15:43:59Z
pugjs,pug,JavaScript,12634,2,7,177,117,141,1643,MIT License,2010-06-23T01:05:42Z,2016-11-01T19:19:54Z,2016-11-03T08:27:52Z
Kickball,awesome-selfhosted,Makefile,12586,1,5,254,40,0,920,Other,2015-06-01T02:33:17Z,2016-11-03T14:57:17Z,2016-11-03T16:11:13Z
aosabook,500lines,JavaScript,12584,3,12,60,22,0,2455,Other,2013-11-04T02:02:53Z,2016-10-04T00:30:33Z,2016-11-03T19:17:03Z
dokku,dokku,Shell,12564,3,2,251,39,72,1104,MIT License,2013-06-08T10:26:57Z,2016-10-31T07:53:56Z,2016-11-03T18:40:50Z
google,guava,Java,12553,3,4,85,695,61,3027,Apache License 2.0,2014-05-29T16:23:17Z,2016-11-03T19:45:46Z,2016-11-03T19:03:30Z
kriskowal,q,JavaScript,12522,865,11,66,109,64,1055,MIT License,2010-09-04T01:21:12Z,2016-10-31T13:51:22Z,2016-11-03T19:16:14Z
Reactive-Extensions,RxJS,JavaScript,12468,2,2,250,197,104,1390,Other,2012-01-07T00:31:41Z,2016-10-27T09:38:02Z,2016-11-03T16:09:16Z
serverless,serverless,JavaScript,12454,4,21,146,170,43,978,Other,2015-04-21T03:48:40Z,2016-11-03T18:53:35Z,2016-11-03T18:37:31Z
koajs,koa,JavaScript,12447,790,4,90,28,56,1066,MIT License,2013-07-20T18:53:45Z,2016-10-28T15:15:12Z,2016-11-03T17:30:30Z
grafana,grafana,Go,12436,8,83,343,782,49,1938,Other,2013-12-11T15:59:56Z,2016-11-03T19:18:48Z,2016-11-03T19:36:20Z
tornadoweb,tornado,Python,12399,3,17,241,188,43,3753,Apache License 2.0,2009-09-09T04:55:16Z,2016-11-03T16:38:23Z,2016-11-03T18:00:22Z
dimsemenov,PhotoSwipe,JavaScript,12391,374,2,43,242,44,1771,MIT License,2011-04-07T05:46:29Z,2016-10-14T12:37:51Z,2016-11-03T15:44:22Z
alex,what-happens-when,,12365,274,1,60,87,0,876,None,2013-11-07T04:30:06Z,2016-11-02T14:32:02Z,2016-11-03T18:42:45Z
jdg,MBProgressHUD,Objective-C,12343,544,2,67,49,12,3162,MIT License,2009-05-31T21:45:41Z,2016-11-03T11:01:58Z,2016-11-03T16:14:18Z
postcss,postcss,JavaScript,12318,2,2,208,19,83,665,MIT License,2013-09-24T23:06:48Z,2016-11-02T18:47:58Z,2016-11-03T18:30:59Z
karan,Projects,,12298,181,1,15,28,0,5886,MIT License,2013-07-04T13:37:27Z,2016-10-27T15:01:29Z,2016-11-03T17:47:01Z
isocpp,CppCoreGuidelines,Python,12287,1,3,3572,125,0,1422,Other,2015-08-19T20:22:52Z,2016-11-03T16:12:26Z,2016-11-03T16:30:14Z
designmodo,Flat-UI,JavaScript,12274,220,2,28,21,10,2320,None,2013-03-03T15:36:49Z,2016-10-24T11:13:32Z,2016-11-03T14:29:56Z
SwiftyJSON,SwiftyJSON,Swift,12255,515,3,103,145,18,2288,MIT License,2014-06-18T14:41:15Z,2016-10-31T07:51:49Z,2016-11-03T14:04:23Z
angular-ui,ui-router,JavaScript,12252,1,4,152,271,29,2984,MIT License,2013-01-18T20:26:29Z,2016-11-03T15:00:35Z,2016-11-03T16:02:58Z
angular,angular-seed,JavaScript,12203,193,3,45,17,0,6988,MIT License,2010-12-24T06:07:50Z,2016-10-22T08:39:51Z,2016-11-03T16:23:42Z
Valloric,YouCompleteMe,Python,12186,1,9,117,62,0,1420,GNU General Public License v3.0,2012-04-16T03:12:14Z,2016-11-03T17:47:37Z,2016-11-03T18:56:49Z
tobiasahlin,SpinKit,CSS,12178,213,1,15,16,9,1137,MIT License,2013-12-12T23:29:41Z,2016-10-10T12:29:26Z,2016-11-03T18:32:39Z
rstacruz,nprogress,JavaScript,12172,193,2,29,84,10,1100,MIT License,2013-08-20T13:58:02Z,2016-10-19T23:31:16Z,2016-11-03T15:15:44Z
googlesamples,android-architecture,,12165,79,10,11,66,0,3111,Apache License 2.0,2016-02-05T13:42:07Z,2016-11-02T13:05:40Z,2016-11-03T20:05:16Z
google,iosched,Java,12109,129,2,25,51,5,4677,Apache License 2.0,2014-04-01T22:40:40Z,2016-09-12T18:01:10Z,2016-11-03T14:13:13Z
PhilJay,MPAndroidChart,Java,12096,1,4,53,247,39,3796,None,2014-04-25T14:29:47Z,2016-10-31T13:35:29Z,2016-11-03T18:53:22Z
futurice,android-best-practices,Java,12089,219,1,36,21,1,2356,Other,2014-07-29T09:09:44Z,2016-11-03T09:02:14Z,2016-11-03T16:42:47Z
fastlane,fastlane,Ruby,12043,12,25,529,393,469,1803,MIT License,2014-12-02T17:00:38Z,2016-11-03T18:58:26Z,2016-11-03T19:28:22Z
minimaxir,big-list-of-naughty-strings,Python,12034,165,1,40,16,0,497,MIT License,2015-08-08T20:57:20Z,2016-06-27T13:13:08Z,2016-11-03T17:58:03Z
greenrobot,EventBus,Java,12028,415,5,19,75,5,3194,Apache License 2.0,2012-07-16T16:55:40Z,2016-10-24T05:17:16Z,2016-11-03T17:45:59Z
pixijs,pixi.js,JavaScript,12009,3,14,200,172,58,2255,MIT License,2013-01-21T22:40:50Z,2016-11-03T18:53:14Z,2016-11-03T18:58:37Z
feross,webtorrent,JavaScript,11936,1,4,75,88,237,978,MIT License,2013-10-15T08:16:40Z,2016-11-02T17:43:10Z,2016-11-03T20:03:38Z
rwaldron,idiomatic.js,,11878,449,5,77,49,0,1586,Other,2011-05-25T17:48:59Z,2016-05-12T18:44:28Z,2016-11-03T16:20:02Z
opencv,opencv,C++,11865,20,2,637,1013,48,9628,Other,2012-07-19T09:40:17Z,2016-11-03T19:25:01Z,2016-11-03T17:39:48Z
weui,weui,HTML,11831,406,4,17,20,8,3304,None,2014-12-18T04:09:54Z,2016-11-03T13:20:15Z,2016-11-03T17:10:31Z
square,leakcanary,Java,11817,310,7,34,44,6,2025,Apache License 2.0,2015-04-29T23:54:16Z,2016-10-24T14:51:04Z,2016-11-03T18:51:32Z
square,picasso,Java,11810,933,52,73,185,20,3261,Apache License 2.0,2013-05-14T15:07:47Z,2016-11-01T13:51:32Z,2016-11-03T19:29:32Z
interagent,http-api-design,,11801,110,5,31,31,0,975,Other,2014-05-07T17:00:37Z,2016-10-20T13:47:17Z,2016-11-03T09:45:39Z
jasmine,jasmine,JavaScript,11762,1,17,134,63,51,1806,MIT License,2008-12-02T23:46:37Z,2016-11-01T01:52:38Z,2016-11-03T13:26:03Z
braydie,HowToBeAProgrammer,,11709,337,3,46,7,0,950,None,2016-01-04T16:47:54Z,2016-07-14T08:28:59Z,2016-11-03T06:11:05Z
lord,slate,JavaScript,11704,429,4,61,13,7,6356,Other,2013-09-13T22:15:24Z,2016-11-03T00:58:19Z,2016-11-03T13:44:49Z
ParsePlatform,parse-server,JavaScript,11663,1,4,122,131,43,3094,"BSD 3-clause ""New"" or ""Revised"" License",2016-01-28T18:29:14Z,2016-11-03T19:52:11Z,2016-11-03T19:07:32Z
github,hubot,CoffeeScript,11659,1,19,231,204,86,2683,MIT License,2011-08-27T08:30:59Z,2016-10-30T13:33:25Z,2016-11-03T20:00:55Z
reddit,reddit,Python,11657,7,2,187,310,0,2220,Other,2008-06-18T23:30:53Z,2016-11-02T14:23:50Z,2016-11-03T19:50:23Z
danielgindi,Charts,Swift,11593,1,3,54,120,18,2019,Apache License 2.0,2015-03-20T10:49:12Z,2016-11-03T04:52:41Z,2016-11-03T19:51:41Z
madrobby,zepto,HTML,11571,1,7,181,58,20,3072,MIT License,2010-09-20T07:57:57Z,2016-11-01T15:20:36Z,2016-11-03T11:35:24Z
julianshapiro,velocity,JavaScript,11556,642,1,32,84,48,1123,MIT License,2014-04-09T20:02:38Z,2016-11-03T12:17:21Z,2016-11-03T08:10:26Z
bumptech,glide,Java,11519,1,6,7219,205,19,2422,Other,2013-07-08T22:52:33Z,2016-11-01T03:09:57Z,2016-11-03T15:10:43Z
twbs,bootstrap-sass,Ruby,11485,1,10,97,13,58,2867,MIT License,2011-09-06T18:58:49Z,2016-10-31T09:37:56Z,2016-11-03T18:52:50Z
jcjohnson,neural-style,Lua,11363,154,1,14,218,0,1640,MIT License,2015-09-01T04:55:14Z,2016-10-12T17:25:46Z,2016-11-03T16:36:51Z
quilljs,quill,JavaScript,11347,4,3,65,75,118,651,"BSD 3-clause ""New"" or ""Revised"" License",2012-07-30T23:23:18Z,2016-11-03T01:56:35Z,2016-11-03T17:39:14Z
kriasoft,react-starter-kit,JavaScript,11327,730,7,104,282,8,2269,MIT License,2014-04-16T13:08:18Z,2016-11-02T23:20:42Z,2016-11-03T18:42:11Z
enyo,dropzone,JavaScript,11320,773,5,49,629,94,2743,MIT License,2012-02-12T16:19:18Z,2016-10-31T00:34:08Z,2016-11-03T12:15:02Z
coreos,etcd,Go,11305,10,7,315,111,86,2014,Apache License 2.0,2013-07-06T21:57:21Z,2016-11-03T20:07:23Z,2016-11-03T18:36:44Z
dkhamsing,open-source-ios-apps,Swift,11261,1,2,130,6,20,2024,MIT License,2015-01-26T23:32:34Z,2016-11-03T14:05:50Z,2016-11-03T15:15:53Z
bbatsov,ruby-style-guide,,11233,706,1,145,107,0,2641,None,2011-09-12T13:03:05Z,2016-11-03T19:42:41Z,2016-11-03T19:13:49Z
gruntjs,grunt,JavaScript,11127,1,13,64,128,11,1416,Other,2011-09-21T15:16:20Z,2016-08-31T12:27:16Z,2016-11-03T12:18:50Z
wycats,handlebars.js,JavaScript,11061,1,2,131,58,39,1485,MIT License,2010-07-31T18:54:46Z,2016-09-28T15:40:23Z,2016-11-03T18:09:19Z
postcss,autoprefixer,CoffeeScript,11052,1,2,101,1,65,604,MIT License,2013-03-14T05:04:51Z,2016-10-24T12:48:21Z,2016-11-03T16:51:52Z
textmate,textmate,Objective-C++,11028,4,5,74,13,251,1724,GNU General Public License v3.0,2012-08-08T16:25:52Z,2016-11-03T17:12:07Z,2016-11-03T18:52:29Z
domnikl,DesignPatternsPHP,PHP,11012,739,6,104,2,0,2337,MIT License,2011-08-22T05:24:31Z,2016-10-26T11:37:39Z,2016-11-03T20:02:43Z
facebook,fresco,Java,10969,937,7,63,264,20,3051,"BSD 3-clause ""New"" or ""Revised"" License",2015-03-02T09:58:04Z,2016-10-29T04:14:11Z,2016-11-03T17:31:10Z
diaspora,diaspora,Ruby,10958,18,3,331,385,60,2792,GNU Affero General Public License v3.0,2010-09-15T05:20:04Z,2016-11-03T09:39:14Z,2016-11-03T08:20:57Z
desandro,masonry,JavaScript,10953,435,3,8,27,44,1906,None,2009-11-21T21:04:56Z,2016-10-11T10:13:14Z,2016-11-03T13:02:35Z
github,fetch,JavaScript,10949,405,4,38,18,20,695,MIT License,2014-10-13T00:26:19Z,2016-10-25T12:22:22Z,2016-11-03T18:21:38Z
zxing,zxing,Java,10942,3,2,61,15,21,5673,Apache License 2.0,2011-10-12T14:07:27Z,2016-10-28T12:39:45Z,2016-11-03T17:54:59Z
bolshchikov,js-must-watch,,10935,103,1,14,16,0,765,Creative Commons Zero v1.0 Universal,2014-06-21T09:56:48Z,2016-10-22T16:15:27Z,2016-11-02T22:01:29Z
npm,npm,JavaScript,10917,7,81,400,2510,542,2211,Other,2009-09-29T17:21:24Z,2016-11-03T09:17:09Z,2016-11-03T19:37:29Z
spring-projects,spring-framework,Java,10904,13,11,179,136,96,8727,None,2010-12-08T04:04:45Z,2016-11-03T16:14:17Z,2016-11-03T12:06:20Z
kripken,emscripten,C,10882,15,110,220,882,237,1352,Other,2011-02-12T05:23:30Z,2016-11-03T19:27:54Z,2016-11-03T13:28:53Z
ruby,ruby,Ruby,10878,44,18,40,160,313,3099,Other,2010-02-27T15:55:23Z,2016-11-03T12:46:29Z,2016-11-03T19:54:53Z
ipader,SwiftGuide,Swift,10859,485,4,20,2,0,2957,None,2014-06-14T01:17:57Z,2016-09-27T19:52:21Z,2016-11-03T17:14:38Z
chjj,marked,HTML,10847,613,16,47,445,38,1550,MIT License,2011-07-24T13:15:51Z,2016-10-26T16:46:29Z,2016-11-03T13:49:28Z
getsentry,sentry,Python,10843,17,173,274,436,317,1279,"BSD 3-clause ""New"" or ""Revised"" License",2010-08-30T22:06:41Z,2016-11-03T19:51:50Z,2016-11-03T18:09:55Z
jlmakes,scrollreveal,JavaScript,10829,316,2,7,9,31,1383,MIT License,2014-01-16T17:37:20Z,2016-10-07T01:01:06Z,2016-11-03T18:25:42Z
riot,riot,JavaScript,10819,2,3,145,81,68,873,Other,2013-09-27T05:21:01Z,2016-10-31T22:52:40Z,2016-11-03T18:32:31Z
h5bp,Effeckt.css,CSS,10776,431,2,5,28,0,1525,MIT License,2013-07-02T19:57:06Z,2016-03-27T15:29:44Z,2016-11-02T12:00:52Z
HubSpot,pace,CSS,10770,344,7,15,215,40,1288,MIT License,2013-09-12T04:24:29Z,2016-10-21T15:49:32Z,2016-11-03T14:08:05Z
ccgus,fmdb,Objective-C,10749,488,10,55,177,11,2506,Other,2010-07-06T22:50:17Z,2016-10-21T08:27:46Z,2016-11-03T16:12:57Z
dotnet,corefx,C#,10736,15,8,321,1448,6,2709,Other,2014-11-06T23:42:48Z,2016-11-03T20:03:47Z,2016-11-03T17:37:33Z
mochajs,mocha,JavaScript,10731,2,22,289,313,121,1612,MIT License,2011-03-07T18:44:25Z,2016-11-03T19:34:11Z,2016-11-03T19:01:52Z
CamDavidsonPilon,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,Jupyter Notebook,10725,929,3,106,83,0,3029,MIT License,2013-01-14T15:46:28Z,2016-11-01T03:37:32Z,2016-11-03T18:24:12Z
Thibaut,devdocs,Ruby,10692,1,1,16,19,0,702,Mozilla Public License 2.0,2013-10-24T18:16:07Z,2016-10-30T23:08:52Z,2016-11-03T19:16:41Z
Automattic,mongoose,JavaScript,10659,6,20,290,372,344,1681,None,2010-04-06T21:39:05Z,2016-11-03T15:32:05Z,2016-11-03T14:04:38Z
node-inspector,node-inspector,JavaScript,10614,593,2,55,216,52,658,"BSD 2-clause ""Simplified"" License",2010-07-17T23:20:19Z,2016-11-03T14:11:41Z,2016-11-03T14:29:28Z
apache,spark,Scala,10609,18,16,993,460,45,9889,Other,2014-02-25T08:00:08Z,2016-11-03T19:23:14Z,2016-11-03T15:35:02Z
wagerfield,parallax,JavaScript,10585,58,2,6,72,9,1669,MIT License,2013-08-01T15:28:05Z,2016-09-01T13:47:02Z,2016-11-03T19:31:58Z
XX-net,XX-Net,Python,10575,1,2,40,2984,166,3766,None,2015-01-15T09:35:51Z,2016-10-31T04:45:28Z,2016-11-03T17:24:04Z
jmcunningham,AngularJS-Learning,,10563,700,1,113,11,0,2243,None,2013-06-06T20:48:17Z,2016-10-27T20:15:25Z,2016-11-03T06:46:01Z
etsy,statsd,JavaScript,10519,931,7,177,51,12,1437,MIT License,2010-12-30T00:09:50Z,2016-10-31T16:16:38Z,2016-11-03T15:01:43Z
scottjehl,Respond,JavaScript,10495,266,7,28,115,8,3554,MIT License,2011-02-07T12:41:33Z,2016-08-15T03:58:15Z,2016-11-03T17:09:58Z
Shopify,dashing,JavaScript,10464,209,9,49,239,12,1194,MIT License,2012-07-18T21:01:40Z,2016-09-29T22:26:59Z,2016-11-03T16:38:32Z
ggreer,the_silver_searcher,C,10462,1,48,149,291,42,746,Apache License 2.0,2011-11-19T19:50:47Z,2016-11-01T21:20:28Z,2016-11-03T17:12:05Z
ipython,ipython,Python,10447,22,10,472,980,51,3074,Other,2010-05-10T04:46:06Z,2016-11-02T20:12:10Z,2016-11-03T18:42:33Z
substack,node-browserify,JavaScript,10409,2,15,159,376,389,936,Other,2010-09-22T16:11:32Z,2016-10-22T18:52:36Z,2016-11-03T18:00:43Z
MaximAbramchuck,awesome-interview-questions,,10362,145,1,45,0,0,919,None,2015-11-28T09:48:17Z,2016-11-01T08:42:39Z,2016-11-03T19:26:54Z
bitcoin,bitcoin,C++,10330,12,7,403,525,165,6835,MIT License,2010-12-19T15:16:43Z,2016-11-03T20:03:50Z,2016-11-03T15:46:04Z
toddmotto,public-apis,,10321,477,1,160,6,0,668,None,2016-03-20T23:49:42Z,2016-10-29T23:49:25Z,2016-11-03T18:09:38Z
mongodb,mongo,C++,10290,36,21,272,21,413,2819,None,2009-01-15T16:15:18Z,2016-11-03T20:08:14Z,2016-11-03T20:00:40Z
php,php-src,C,10282,99,213,398,326,786,3624,Other,2011-06-16T01:52:25Z,2016-11-03T17:57:41Z,2016-11-03T12:05:52Z
codemirror,CodeMirror,JavaScript,10250,5,5,530,166,96,2580,MIT License,2011-01-14T13:44:03Z,2016-11-03T14:47:15Z,2016-11-03T19:04:14Z
naptha,tesseract.js,JavaScript,10221,230,2,13,15,14,437,Apache License 2.0,2015-06-24T02:49:52Z,2016-10-31T05:57:03Z,2016-11-03T19:13:10Z
altercation,solarized,VimL,10200,373,1,28,211,2,2750,MIT License,2011-02-18T05:18:27Z,2016-04-08T15:21:01Z,2016-11-03T20:09:36Z
cheeriojs,cheerio,JavaScript,10196,1,5,81,129,51,796,None,2011-10-09T04:23:20Z,2016-11-01T16:26:31Z,2016-11-03T16:44:53Z
mxstbr,react-boilerplate,JavaScript,10180,1,6,146,59,14,1134,MIT License,2015-02-18T14:36:32Z,2016-11-03T20:03:17Z,2016-11-03T19:52:51Z
matteocrippa,awesome-swift,Swift,10154,1,2,280,1,0,1435,Creative Commons Zero v1.0 Universal,2014-07-10T14:04:09Z,2016-11-03T13:20:43Z,2016-11-03T17:15:52Z
loverajoel,jstips,CSS,10111,907,5,117,12,0,624,GNU General Public License v3.0,2015-12-07T15:35:12Z,2016-10-28T17:25:03Z,2016-11-03T10:26:28Z
Mantle,Mantle,Objective-C,10060,1,7,62,81,37,1382,Other,2012-09-05T06:24:59Z,2016-10-12T14:55:41Z,2016-11-03T13:58:42Z
driftyco,ionicons,HTML,10044,131,3,13,125,21,1078,MIT License,2013-10-10T14:34:18Z,2016-09-27T22:23:27Z,2016-11-03T15:08:44Z
akullpp,awesome-java,,10041,831,1,138,5,0,2266,Other,2014-07-09T10:12:43Z,2016-11-02T12:25:06Z,2016-11-03T18:29:59Z
chriskempson,tomorrow-theme,CSS,10035,429,2,93,95,0,2264,MIT License,2011-02-14T15:43:03Z,2016-10-26T16:32:13Z,2016-11-03T14:30:55Z
libgdx,libgdx,Java,10005,12,7,359,237,40,4895,Apache License 2.0,2012-08-10T19:34:38Z,2016-11-03T00:05:17Z,2016-11-03T18:06:00Z
kennethreitz,python-guide,Batchfile,10000,1,2,296,54,0,3302,Other,2011-03-15T03:24:20Z,2016-11-02T15:40:06Z,2016-11-03T17:19:15Z
jquery,jquery-mobile,JavaScript,9992,13,11,239,98,41,2674,Other,2010-09-13T15:02:22Z,2016-10-16T02:38:00Z,2016-11-03T13:48:43Z
janl,mustache.js,JavaScript,9989,703,14,89,55,32,1947,MIT License,2009-10-04T23:41:19Z,2016-10-31T23:41:29Z,2016-11-03T14:41:01Z
wg,wrk,C,9970,65,2,1,45,19,740,Apache License 2.0,2012-03-20T11:12:28Z,2016-10-22T14:44:57Z,2016-11-03T13:40:53Z
octocat,Spoon-Knife,HTML,9958,3,3,1,9043,0,86730,None,2011-01-27T19:30:43Z,2016-11-03T14:28:26Z,2016-11-03T14:31:21Z
jfeinstein10,SlidingMenu,Java,9909,336,8,21,305,0,5583,Apache License 2.0,2012-06-30T05:14:23Z,2016-10-16T13:32:58Z,2016-11-03T09:38:19Z
requirejs,requirejs,JavaScript,9898,1,18,99,153,66,1877,Other,2010-02-03T21:08:14Z,2016-10-21T05:45:49Z,2016-11-03T16:22:51Z
magicalpanda,MagicalRecord,Objective-C,9880,1,8,81,242,37,1809,MIT License,2010-07-27T23:58:18Z,2016-10-30T13:13:46Z,2016-11-03T17:35:21Z
caskroom,homebrew-cask,Ruby,9873,54,1,3,73,114,4248,"BSD 2-clause ""Simplified"" License",2012-03-05T02:05:17Z,2016-11-03T19:22:25Z,2016-11-03T06:42:45Z
jgthms,bulma,CSS,9858,213,3,16,124,32,502,MIT License,2016-01-23T23:48:34Z,2016-10-30T23:44:57Z,2016-11-03T19:05:59Z
nolimits4web,Swiper,JavaScript,9842,686,2,75,144,53,3658,MIT License,2012-03-14T19:11:45Z,2016-11-01T16:21:16Z,2016-11-03T19:09:58Z
RestKit,RestKit,Objective-C,9823,3,16,165,315,32,2238,Apache License 2.0,2010-02-09T01:14:06Z,2016-10-30T02:40:25Z,2016-11-03T14:39:40Z
zeit,hyper,JavaScript,9807,561,20,86,308,19,632,MIT License,2016-07-01T06:01:21Z,2016-11-03T18:35:58Z,2016-11-03T15:54:38Z
VerbalExpressions,JSVerbalExpressions,JavaScript,9805,203,1,37,18,3,449,MIT License,2013-07-19T14:59:46Z,2016-10-15T13:31:03Z,2016-11-03T14:49:54Z
jquery,jquery-ui,JavaScript,9748,7,8,300,10,71,4174,Other,2010-01-19T14:40:34Z,2016-11-02T16:55:21Z,2016-11-03T17:06:56Z
apache,incubator-predictionio,Scala,9737,4,4,100,60,40,1531,Other,2013-01-25T19:42:32Z,2016-11-02T22:13:14Z,2016-11-03T11:14:23Z
addyosmani,backbone-fundamentals,JavaScript,9717,1,5,217,75,5,1606,None,2011-12-20T20:49:44Z,2016-10-17T01:22:43Z,2016-11-03T02:23:21Z
faif,python-patterns,Python,9685,337,1,60,6,0,2317,None,2012-06-06T21:02:35Z,2016-11-01T19:31:19Z,2016-11-03T18:48:50Z
facebook,AsyncDisplayKit,Objective-C,9674,3,39,110,182,30,1671,None,2014-06-27T05:29:02Z,2016-11-03T19:03:56Z,2016-11-03T18:46:26Z
ReactiveX,RxAndroid,Java,9617,392,2,46,3,14,1724,Apache License 2.0,2014-08-19T03:46:38Z,2016-10-29T22:30:12Z,2016-11-03T18:17:47Z
xdissent,ievms,Shell,9604,110,11,14,77,6,471,None,2011-08-05T21:34:06Z,2016-09-05T09:47:04Z,2016-11-02T19:33:43Z
fouber,blog,,9587,86,1,0,10,0,1306,None,2014-04-25T09:44:42Z,2015-11-16T10:03:13Z,2016-11-03T16:01:02Z
fzaninotto,Faker,PHP,9581,1,6,279,69,7,1488,MIT License,2011-10-14T22:49:02Z,2016-10-31T21:46:56Z,2016-11-03T17:52:35Z
